전공영역1,전공영역2,구분,학수번호-분반,교과목명,교수,시간,학점,담은 인원,정원,비고
사범대학,한문교육과,전공(대학원),CHS7004-I1,[도전학기] Python활용인문사회과학논문쓰기,한옥영,【iCampus 수업】,3,95,0,"중대형온라인강의, [도전학기] 학사과정생은 전공인정학과 여부 관계없이 전공TO로 수강신청됨"
사범대학,한문교육과,전공핵심,HAN2004-01,역대한시선독,진재교,월13:30-14:45【50411】수12:00-13:15【50411】,3,37,0,오프라인
사범대학,한문교육과,전공일반,HAN2013-01,한문학작가의이해,김보성,월12:00-13:15【50106】수13:30-14:45【50106】,3,26,0,오프라인
사범대학,한문교육과,전공핵심,HAN2016-01,한문소설특강,이채경,목18:00-19:15【50411】목19:30-20:45【50411】,3,8,0,오프라인
사범대학,한문교육과,전공일반,HAN3002-01,국문학사1,이현일,화13:30-14:45【50411】목12:00-13:15【50411】,3,4,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,한문교육과,전공핵심,HAN3008-01,한국한문학사2,진재교,월15:00-16:15【50411】수16:30-17:45【50411】,3,18,0,오프라인
사범대학,한문교육과,전공일반,HAN3009-01,한문학연습,김채식,목09:00-10:15【50401】목10:30-11:45【50401】,3,16,0,오프라인
사범대학,한문교육과,전공일반,HAN3018-01,이조산문,손혜리,화15:00-16:15【50411】목16:30-17:45【50411】,3,24,0,오프라인
사범대학,한문교육과,전공일반,KLC3010-01,당송고문,안대회,화16:30-17:45【31311】목15:00-16:15【31311】,3,10,0,오프라인
사범대학,한문교육과,전공일반,HAN2010-01,서예지도법2,박주열,금09:00-10:15【50522】금10:30-11:45【50522】,3,22,0,오프라인
사범대학,한문교육과,전공일반,HAN2010-02,서예지도법2,박주열,금12:00-13:15【50522】금13:30-14:45【50522】,3,19,0,오프라인
사범대학,한문교육과,전공일반,DKL3006-01,고전소설론,이지하,화12:00-13:15【31703】목13:30-14:45【31703】,3,54,0,오프라인
사범대학,한문교육과,전공일반,COM3033-01,빅데이터시각화,오경선,금09:00-10:15【50105】금10:30-11:45【50105】,3,30,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 사범대학 CL과목으로 원전공-교직복수전공 간에 전공과목 상호인정 불가"
사범대학,한문교육과,전공핵심,HAN2008-01,역사산문강독,김영주,수09:00-10:15【50408】수10:30-11:45【50408】,3,23,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,한문교육과,전공일반,HAN2018-01,한문교재의역사,노경희,화16:30-17:45【50306】목15:00-16:15【50306】,3,23,0,오프라인
사범대학,한문교육과,전공핵심,HAN3012-01,경전강독2,김경천,월16:30-17:45【50408】수15:00-16:15【50408】,3,11,0,오프라인
사범대학,한문교육과,전공일반,MAE3029-01,인공지능수학,윤상운,화13:30-14:45【50106】목12:00-13:15【50106】,3,24,0,"오프라인, 사범대학 CL과목으로 원전공-교직복수전공 간에 전공과목 상호인정 불가"
사범대학,교육학과,전공핵심,EDU2003-01,서양교육사,정덕희,화16:30-17:45【50411】목15:00-16:15【50411】,3,27,0,오프라인
사범대학,교육학과,전공핵심,EDU2004-01,교육철학,이정인,목18:00-19:15【50205】목19:30-20:45【50205】,3,25,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,교육학과,전공일반,EDU3044-01,위대한교육사상가와교사,정문선,목09:00-10:15【50306】목10:30-11:45【50306】,3,21,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,교육학과,전공일반,COM3033-01,빅데이터시각화,오경선,금09:00-10:15【50105】금10:30-11:45【50105】,3,30,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 사범대학 CL과목으로 원전공-교직복수전공 간에 전공과목 상호인정 불가"
사범대학,교육학과,전공일반,MAE3029-01,인공지능수학,윤상운,화13:30-14:45【50106】목12:00-13:15【50106】,3,24,0,"오프라인, 사범대학 CL과목으로 원전공-교직복수전공 간에 전공과목 상호인정 불가"
사범대학,교육학과,전공핵심,EDU2006-01,교육과정,노진아,월18:00-19:15【50408】월19:30-20:45【50408】,3,27,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,교육학과,전공핵심,EDU2009-01,교육평가,김현철,목09:00-10:15【50415】목10:30-11:45【50415】,3,15,0,오프라인
사범대학,교육학과,전공핵심,EDU2020-01,학교와학급경영,고장완,수09:00-10:15【50305】수10:30-11:45【50305】,3,18,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,교육학과,전공핵심,EDU2026-01,영화속교육이야기,양정호,금18:00-19:15【50523A】금19:30-20:45【50523A】,3,22,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,교육학과,전공일반,EDU3001-01,현대학습이론,도승이,월13:30-14:45【50104】수12:00-13:15【50104】,3,31,0,오프라인
사범대학,교육학과,전공일반,EDU3011-01,교육행정학,배상훈,화16:30-17:45【50408】목15:00-16:15【50408】,3,15,0,오프라인
사범대학,교육학과,전공일반,EDU3051-01,AI시대의교사교육,고장완,화13:30-14:45【50523A】목12:00-13:15【50523A】,3,19,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,교육학과,전공(대학원),EDU4005-01,현대상담및심리치료연구기초,이동훈,월09:00-10:15【50408】월10:30-11:45【50408】,3,0,0,오프라인
사범대학,수학교육과,전공핵심,MAE2008-01,해석학2,강영훈,화16:30-17:45【50415】목15:00-16:15【50415】,3,7,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,수학교육과,전공핵심,MAE2004-01,선형대수학의응용,윤상운,월15:00-16:15【50106】수16:30-17:45【50106】,3,36,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,수학교육과,전공핵심,MAE2005-01,수학교육론,한선영,월12:00-13:15【50415】수13:30-14:45【50415】,3,37,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,수학교육과,전공일반,MAE2018-01,수학적모델링,박경은,수09:00-10:15【50415】수10:30-11:45【50415】,3,16,0,오프라인
사범대학,수학교육과,전공일반,MAE2022-01,벡터해석학,정희선,화13:30-14:45【50415】목12:00-13:15【50415】,3,31,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,수학교육과,전공핵심,MAE3001-01,복소함수론1,김형준,월18:00-19:15【50304】월19:30-20:45【50304】,3,16,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,수학교육과,전공일반,MAE3008-01,위상수학2,정희선,화12:00-13:15【50415】목13:30-14:45【50415】,3,28,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,수학교육과,전공일반,MAE3010-01,확률통계학2,안수엽,화18:00-19:15【50415】화19:30-20:45【50415】,3,11,0,오프라인
사범대학,수학교육과,전공일반,MAE3022-01,수학교육특강,한선영,월13:30-14:45【50415】수12:00-13:15【50415】,3,25,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,수학교육과,전공일반,MTH3016-41,실변수함수론,황인성,월10:30-11:45【31316】수09:00-10:15【31316】,3,19,0,오프라인
사범대학,수학교육과,전공일반,COM3033-01,빅데이터시각화,오경선,금09:00-10:15【50105】금10:30-11:45【50105】,3,30,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 사범대학 CL과목으로 원전공-교직복수전공 간에 전공과목 상호인정 불가"
사범대학,수학교육과,전공일반,MAE3029-01,인공지능수학,윤상운,화13:30-14:45【50106】목12:00-13:15【50106】,3,24,0,"오프라인, 사범대학 CL과목으로 원전공-교직복수전공 간에 전공과목 상호인정 불가"
사범대학,수학교육과,전공일반,MAE2001-01,대수학,김소형,월09:00-10:15【50411】수10:30-11:45【50411】,3,32,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,수학교육과,전공일반,MAE2003-01,수학학습심리학,김용석,금09:00-10:15【50415】금10:30-11:45【50415】,3,12,0,오프라인
사범대학,수학교육과,전공핵심,MAE2009-01,정수론,박차경,목18:00-19:15【50308】목19:30-20:45【50308】,3,21,0,오프라인
사범대학,수학교육과,전공일반,MAE2026-01,행렬론,조윤형,화09:00-10:15【50415】화10:30-11:45【50415】,3,40,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,수학교육과,전공일반,MAE3007-01,미분기하학2,조윤형,월15:00-16:15【50415】수16:30-17:45【50415】,3,25,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,수학교육과,전공일반,MAE3009-01,추상대수학2,유자도,월09:00-10:15【50415】월10:30-11:45【50415】,3,23,0,오프라인
사범대학,컴퓨터교육과,전공핵심,COM3006-01,컴퓨터네트워크,정종필,금12:00-13:15【33304】금13:30-14:45【33304】,3,40,0,"오프라인, 수강인원 40명 이상시 온오프혼합 수업 진행 예정"
사범대학,컴퓨터교육과,전공핵심,COM2002-01,기본프로그래밍,안용학,목09:00-10:15【50213】목10:30-11:45【50213】,3,30,0,오프라인
사범대학,컴퓨터교육과,전공핵심,COM2002-02,기본프로그래밍,안용학,목18:00-19:15【32423】목19:30-20:45【32423】,3,25,0,오프라인
사범대학,컴퓨터교육과,전공핵심,COM2003-01,컴퓨터교육개론,김미량,화09:00-10:15【50106】화10:30-11:45【50106】,3,45,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,컴퓨터교육과,전공일반,COM3009-01,컴퓨터교과교육론,김미량,목09:00-10:15【50106】목10:30-11:45【50106】,3,46,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,컴퓨터교육과,전공일반,COM3007-01,소프트웨어공학,김재현,월16:30-17:45【50106】수15:00-16:15【50106】,3,39,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,컴퓨터교육과,전공일반,COM2015-01,피지컬컴퓨팅,박천수,월09:00-10:15【50213】월10:30-11:45【50213】,3,21,0,오프라인
사범대학,컴퓨터교육과,전공일반,COM3033-01,빅데이터시각화,오경선,금09:00-10:15【50105】금10:30-11:45【50105】,3,30,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 사범대학 CL과목으로 원전공-교직복수전공 간에 전공과목 상호인정 불가"
사범대학,컴퓨터교육과,전공일반,MAE3029-01,인공지능수학,윤상운,화13:30-14:45【50106】목12:00-13:15【50106】,3,24,0,"오프라인, 사범대학 CL과목으로 원전공-교직복수전공 간에 전공과목 상호인정 불가"
사범대학,컴퓨터교육과,전공일반,COM3001-01,교육용멀티미디어,옥지현,수18:00-19:15【50105】수19:30-20:45【50105】,3,24,0,오프라인
사범대학,컴퓨터교육과,전공일반,COM3015-01,수업과소프트웨어활용,이문호,수18:00-19:15【50213】수19:30-20:45【50213】,3,25,0,오프라인
사범대학,컴퓨터교육과,전공일반,COM3023-01,컴퓨터보안,나왑무하마드파시,화16:30-17:45【50213】목15:00-16:15【50213】,3,6,0,"국제어수업, 오프라인"
사범대학,컴퓨터교육과,전공일반,COM3026-01,알고리즘,한옥영,월15:00-16:15【50213】수16:30-17:45【50213】,3,38,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사범대학,컴퓨터교육과,전공핵심,COM3005-01,운영체제,류은석,월12:00-13:15【50213】수13:30-14:45【50213】,3,44,0,오프라인
사범대학,컴퓨터교육과,전공일반,COM3028-01,가상및증강현실처리,류은석,월13:30-14:45【50106】수12:00-13:15【50106】,3,15,0,오프라인
사회과학대학,정치외교학과,전공일반,USS3004-01,사회문제와공공정책,김상태,수09:00-10:15【61805】수10:30-11:45【61805】,3,54,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사회과학대학,정치외교학과,전공일반,USS3004-02,사회문제와공공정책,김상태,화09:00-10:15【61805】화10:30-11:45【61805】,3,48,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사회과학대학,정치외교학과,전공핵심,PSD2013-01,한국정치론,최광승,수18:00-19:15【33301】수19:30-20:45【33301】,3,66,0,오프라인
사회과학대학,정치외교학과,전공핵심,PSD3003-01,중국정치론,이희옥,수09:00-10:15【61705】수10:30-11:45【61705】,3,44,0,오프라인
사회과학대학,정치외교학과,전공일반,PSD2017-01,정치학과통계,조원빈,화15:00-16:15【32423】목16:30-17:45【32423】,3,21,0,오프라인
사회과학대학,정치외교학과,전공핵심,PSD2021-01,정치학개론,주동진,월15:00-16:15【61605】수16:30-17:45【61605】,3,67,0,오프라인
사회과학대학,정치외교학과,전공일반,PSD2023-01,동아시아국제관계론,김인욱,화16:30-17:45【61607】목15:00-16:15【61607】,3,32,0,"국제어수업, 오프라인"
사회과학대학,정치외교학과,전공일반,PSD2027-01,지구정치의쟁점들,차태서,월12:00-13:15【61607】수13:30-14:45【61607】,3,42,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사회과학대학,정치외교학과,전공핵심,PSD3006-01,서구정치사상사2,김비환,월13:30-14:45【61703】수12:00-13:15【61703】,3,74,0,온-오프[오프라인+강의저장]
사회과학대학,정치외교학과,전공일반,PSD3056-01,북한의정치와경제,강채연,월18:00-19:15【61605】월19:30-20:45【61605】,3,50,0,오프라인
사회과학대학,정치외교학과,전공일반,PSD3063-01,국가안보와국정운영,조현승,월09:00-10:15【61802】월10:30-11:45【61802】,3,22,0,"국제어수업, 온-오프[오프라인+강의저장], Week1-online / All other classes-offline"
사회과학대학,정치외교학과,전공일반,PSD3065-01,현대유럽정치문화론,강진옥,월16:30-17:45【61602】수15:00-16:15【61602】,3,29,0,오프라인
사회과학대학,정치외교학과,전공일반,PSD3066-01,기술혁신과민주주의,조원빈,화09:00-10:15【61705】목10:30-11:45【61705】,3,38,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사회과학대학,정치외교학과,전공일반,PSD3067-01,불평등의정치학,권예소라,화13:30-14:45【61604】목12:00-13:15【61604】,3,27,0,"국제어수업, 오프라인"
사회과학대학,정치외교학과,전공핵심,USS2001-01,사회과학조사방법론,정다은,화09:00-10:15【61801】화10:30-11:45【61801】,3,32,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 문의: 미디어커뮤니케이션학과사무실(02-760-0391)"
사회과학대학,정치외교학과,전공핵심,USS2001-02,사회과학조사방법론,정다은,수18:00-19:15【61801】수19:30-20:45【61801】,3,50,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 문의: 심리학과사무실(02-760-0485)"
사회과학대학,정치외교학과,전공핵심,USS2001-03,사회과학조사방법론,나용우,수09:00-10:15【61703】수10:30-11:45【61703】,3,75,0,"오프라인, 문의: 정치외교학과사무실(02-760-0379)"
사회과학대학,정치외교학과,전공핵심,USS2001-04,사회과학조사방법론,신은진,화16:30-17:45【61801】목15:00-16:15【61801】,3,69,0,"온라인[사전제작], 문의: 행정학과사무실(02-760-0361)"
사회과학대학,정치외교학과,전공핵심,USS2002-01,통계분석원론,데이비드올리버카즈단,목09:00-10:15【61605】목10:30-11:45【61605】,3,27,0,"국제어수업, 온-오프[오프라인+강의저장,Real Time Streaming], 문의: 행정학과사무실(02-760-0361)"
사회과학대학,정치외교학과,전공핵심,USS2002-I1,통계분석원론,김상욱,【iCampus 수업】,3,209,0,"중대형온라인강의, 문의: 사회학과사무실(02-760-0405)"
사회과학대학,정치외교학과,전공핵심,USS2003-01,사회과학과인공지능,김광수,월09:00-10:15【61801】월10:30-11:45【61801】,3,76,0,오프라인
사회과학대학,미디어커뮤니케이션학과,전공일반,BUS2011-I1,마케팅조사방법,이은주,【iCampus 수업】,3,65,0,중대형온라인강의 + 국제어
사회과학대학,미디어커뮤니케이션학과,전공일반,USS3004-01,사회문제와공공정책,김상태,수09:00-10:15【61805】수10:30-11:45【61805】,3,54,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사회과학대학,미디어커뮤니케이션학과,전공일반,USS3004-02,사회문제와공공정책,김상태,화09:00-10:15【61805】화10:30-11:45【61805】,3,48,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사회과학대학,미디어커뮤니케이션학과,전공(대학원),CHS7004-I1,[도전학기] Python활용인문사회과학논문쓰기,한옥영,【iCampus 수업】,3,95,0,"중대형온라인강의, [도전학기] 학사과정생은 전공인정학과 여부 관계없이 전공TO로 수강신청됨"
사회과학대학,미디어커뮤니케이션학과,전공일반,COV3002-01,유비쿼터스사회와소통능력,이윤경,금09:00-10:15【33301】금10:30-11:45【33301】,3,54,0,오프라인
사회과학대학,미디어커뮤니케이션학과,전공핵심,USS2001-01,사회과학조사방법론,정다은,화09:00-10:15【61801】화10:30-11:45【61801】,3,32,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 문의: 미디어커뮤니케이션학과사무실(02-760-0391)"
사회과학대학,미디어커뮤니케이션학과,전공핵심,USS2001-02,사회과학조사방법론,정다은,수18:00-19:15【61801】수19:30-20:45【61801】,3,50,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 문의: 심리학과사무실(02-760-0485)"
사회과학대학,미디어커뮤니케이션학과,전공핵심,USS2001-03,사회과학조사방법론,나용우,수09:00-10:15【61703】수10:30-11:45【61703】,3,75,0,"오프라인, 문의: 정치외교학과사무실(02-760-0379)"
사회과학대학,미디어커뮤니케이션학과,전공핵심,USS2001-04,사회과학조사방법론,신은진,화16:30-17:45【61801】목15:00-16:15【61801】,3,69,0,"온라인[사전제작], 문의: 행정학과사무실(02-760-0361)"
사회과학대학,미디어커뮤니케이션학과,전공핵심,USS2002-01,통계분석원론,데이비드올리버카즈단,목09:00-10:15【61605】목10:30-11:45【61605】,3,27,0,"국제어수업, 온-오프[오프라인+강의저장,Real Time Streaming], 문의: 행정학과사무실(02-760-0361)"
사회과학대학,미디어커뮤니케이션학과,전공핵심,USS2002-I1,통계분석원론,김상욱,【iCampus 수업】,3,209,0,"중대형온라인강의, 문의: 사회학과사무실(02-760-0405)"
사회과학대학,미디어커뮤니케이션학과,전공핵심,MCJ2023-01,방송영상콘텐츠실습,문왕곤,화09:00-10:15【31308】화10:30-11:45【31308】,3,87,0,"온-오프[오프라인+Real Time Streaming], 온/오프 하이브리드(RTS방식으로 ZOOM방식 선호)"
사회과학대학,미디어커뮤니케이션학과,전공핵심,MCJ2023-02,방송영상콘텐츠실습,장현석,금15:00-16:15【61801】금16:30-17:45【61801】,3,60,0,"온-오프[오프라인+강의저장], 온라인 이론강의 + 오프라인 토론 발표(격주)"
사회과학대학,미디어커뮤니케이션학과,전공일반,MCJ2040-01,메타버스와콘텐츠비즈니스,박윤정,목09:00-10:15【61606】목10:30-11:45【61606】,3,38,0,오프라인
사회과학대학,미디어커뮤니케이션학과,전공핵심,MCJ2104-01,미디어테크놀로지임팩트,금희조,화15:00-16:15【61606】목16:30-17:45【61606】,3,66,0,"온라인[사전제작], 수강인원 70명 미만시, 혁신수업-플립러닝으로 전환"
사회과학대학,미디어커뮤니케이션학과,전공핵심,MCJ2104-02,미디어테크놀로지임팩트,금희조,화16:30-17:45【61606】목15:00-16:15【61606】,3,69,0,"온라인[사전제작], 수강인원 70명 미만시, 혁신수업-플립러닝으로 전환"
사회과학대학,미디어커뮤니케이션학과,전공핵심,MCJ2108-01,미디어연구방법,고태성,수09:00-10:15【61606】수10:30-11:45【61606】,3,65,0,오프라인
사회과학대학,미디어커뮤니케이션학과,전공핵심,MCJ2110-01,융복합미디어와대중문화,김시래,화09:00-10:15【61703】화10:30-11:45【61703】,3,70,0,오프라인
사회과학대학,미디어커뮤니케이션학과,전공핵심,MCJ2112-01,미디어빅데이터분석,정성욱,화13:30-14:45【61705】목12:00-13:15【61705】,3,13,0,오프라인
사회과학대학,미디어커뮤니케이션학과,전공핵심,MCJ2116-01,글로벌라이제이션과미디어,박현지,화16:30-17:45【61703】목15:00-16:15【61703】,3,48,0,"국제어수업, 온라인[사전제작]"
사회과학대학,미디어커뮤니케이션학과,전공핵심,MCJ2117-01,미디어윤리와리터러시,조아라,수09:00-10:15【61607】수10:30-11:45【61607】,3,56,0,오프라인
사회과학대학,미디어커뮤니케이션학과,전공핵심,MCJ2119-01,미디어UX디자인,곽영선,월13:30-14:45【31704】수12:00-13:15【31704】,3,53,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming"
사회과학대학,미디어커뮤니케이션학과,전공핵심,MCJ2123-01,디지털뉴스라이팅,임인재,월09:00-10:15【61606】월10:30-11:45【61606】,3,43,0,"오프라인, 오프라인 수업운영 원칙, 보강 시 온라인 수업 진행"
사회과학대학,미디어커뮤니케이션학과,전공핵심,MCJ3032-01,커뮤니케이션이론,권상희,월12:00-13:15【32208】수13:30-14:45【32208】,3,9,0,온-오프[오프라인+강의저장]
사회과학대학,미디어커뮤니케이션학과,전공일반,MCJ3058-01,Journalism and Politics,이재국,월16:30-17:45【61801】수15:00-16:15【61801】,3,75,0,오프라인
사회과학대학,미디어커뮤니케이션학과,전공일반,MCJ3059-01,Journalism Theory,이재국,월15:00-16:15【61801】수16:30-17:45【61801】,3,53,0,"국제어수업, 오프라인"
사회과학대학,미디어커뮤니케이션학과,전공핵심,MCJ3062-01,언론보도분석,유석조,금09:00-10:15【61606】금10:30-11:45【61606】,3,46,0,오프라인
사회과학대학,미디어커뮤니케이션학과,전공일반,MCJ3065-01,미디어와여론,서미혜,화12:00-12:50【61607】화13:00-13:50【61607】,3,57,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사회과학대학,미디어커뮤니케이션학과,전공일반,MCJ3065-02,미디어와여론,서미혜,화15:00-15:50【61602】화16:00-16:50【61602】,3,23,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사회과학대학,미디어커뮤니케이션학과,전공일반,MCJ3069-01,브랜드캡스톤디자인,한은경,월10:00-10:50【33210】월11:00-11:50【33210】,3,22,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사회과학대학,미디어커뮤니케이션학과,전공일반,MCJ3109-01,소셜벤처와미디어,조욱희,금12:00-13:15【61806】금13:30-14:45【61806】,3,22,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사회과학대학,미디어커뮤니케이션학과,전공핵심,MCJ3126-01,PR캡스톤디자인,박인호,월13:30-14:45【61804】수12:00-13:15【61804】,3,33,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사회과학대학,미디어커뮤니케이션학과,전공일반,MCJ3128-01,광고커뮤니케이션관리론,백태현,화13:30-14:45【31308】목12:00-13:15【31308】,3,66,0,오프라인
사회과학대학,미디어커뮤니케이션학과,전공(대학원),MCJ4102-01,대인커뮤니케이션이론,이세영,목12:00-13:15【61803】목13:30-14:45【61803】,3,7,0,오프라인
사회과학대학,미디어커뮤니케이션학과,전공핵심,MCJ2034-01,미디어산업과비즈니스입문,장병희,화12:00-13:15【61606】목13:30-14:45【61606】,3,55,0,오프라인
사회과학대학,미디어커뮤니케이션학과,전공일반,MCJ3056-01,Theories of Strategic Communication,정성은,월16:30-17:45【61607】수15:00-16:15【61607】,3,6,0,"국제어수업, 오프라인"
사회과학대학,미디어커뮤니케이션학과,전공(대학원),MCJ4124-01,Social Media and Human Behavior,정성은,화18:00-19:15【61805】화19:30-20:45【61805】,3,3,0,오프라인
사회과학대학,미디어커뮤니케이션학과,전공핵심,USS2003-01,사회과학과인공지능,김광수,월09:00-10:15【61801】월10:30-11:45【61801】,3,76,0,오프라인
사회과학대학,아동·청소년학과,전공일반,USS3004-01,사회문제와공공정책,김상태,수09:00-10:15【61805】수10:30-11:45【61805】,3,54,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사회과학대학,아동·청소년학과,전공일반,USS3004-02,사회문제와공공정책,김상태,화09:00-10:15【61805】화10:30-11:45【61805】,3,48,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
사회과학대학,아동·청소년학과,전공(대학원),CHS7004-I1,[도전학기] Python활용인문사회과학논문쓰기,한옥영,【iCampus 수업】,3,95,0,"중대형온라인강의, [도전학기] 학사과정생은 전공인정학과 여부 관계없이 전공TO로 수강신청됨"
사회과학대학,아동·청소년학과,전공일반,CHS2001-I1,[도전학기] 스마트폰이낳은신인류포노사피엔스,최재붕,【iCampus 수업】,1,94,0,"중대형온라인강의, [도전학기]"
사회과학대학,아동·청소년학과,전공핵심,USS2001-01,사회과학조사방법론,정다은,화09:00-10:15【61801】화10:30-11:45【61801】,3,32,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 문의: 미디어커뮤니케이션학과사무실(02-760-0391)"
사회과학대학,아동·청소년학과,전공핵심,USS2001-02,사회과학조사방법론,정다은,수18:00-19:15【61801】수19:30-20:45【61801】,3,50,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 문의: 심리학과사무실(02-760-0485)"
사회과학대학,아동·청소년학과,전공핵심,USS2001-03,사회과학조사방법론,나용우,수09:00-10:15【61703】수10:30-11:45【61703】,3,75,0,"오프라인, 문의: 정치외교학과사무실(02-760-0379)"
